elec_demand_MA,elec_demand_CT,elec_demand_ME
9201.541937,2627.674743,1254.330233
10120.22517,2889.773598,1378.693466
10911.87069,3115.766998,1487.009829
11406.64914,3257.514338,1555.209021
11698.16725,3340.423159,1593.988953
11797.12294,3368.505179,1607.361344
11679.44591,3335.074203,1592.651714
11548.39648,3297.631509,1573.930368
11458.80146,3272.223967,1561.895216
11620.60739,3319.027334,1584.62828
11945.55648,3411.296829,1628.757169
12215.67877,3488.856694,1666.199862
12723.82961,3633.278512,1735.736293
12465.74247,3559.730364,1699.630839
11597.87432,3312.341139,1580.616563
10550.81614,3014.13683,1437.531984
9579.980589,2735.991106,1306.482557
8900.663149,2542.091443,1214.213062
8538.271365,2437.786797,1163.397978
8388.500591,2394.995147,1143.339392
8400.535743,2399.006864,1144.676631
8700.077291,2484.590164,1186.131042
9660.214932,2758.72417,1315.84323
11445.42907,3268.21225,1559.220738
12488.47553,3566.416559,1702.305317
12846.8556,3669.383967,1751.783162
12995.28914,3710.838377,1771.841748
13068.83728,3732.234202,1781.202421
13009.99876,3716.187333,1774.516226
12874.93762,3676.070162,1754.45764
12797.37776,3654.674337,1745.096967
12608.82705,3601.184775,1719.689425
12512.54584,3573.102755,1706.317034
12607.48981,3601.184775,1718.352185
12947.14853,3697.465987,1765.155552
13289.48173,3796.421677,1811.958919
14117.2327,4031.77575,1924.287
14004.90462,3999.682013,1909.57737
13166.45573,3760.316222,1795.912051
11945.55648,3411.296829,1628.757169
10858.38113,3101.057368,1480.323634
10165.6913,2903.145988,1385.379661
9827.369814,2806.864776,1339.913533
9685.622474,2765.410365,1319.854947
9703.006582,2770.759322,1322.529425
10015.92052,2859.017099,1365.321075
10984.0816,3137.162823,1497.707741
12731.85304,3635.95299,1735.736293
13691.99068,3911.424235,1866.785721
13801.64429,3940.843495,1881.49535
13766.87607,3931.482821,1876.146394
13728.09614,3920.784909,1870.797438
13637.16388,3894.040128,1858.762286
13440.58974,3837.876087,1832.017505
13248.02732,3784.386525,1806.609963
12967.20711,3704.152182,1767.830031
12778.65641,3649.325381,1741.085249
12758.59782,3643.976424,1739.74801
12937.78786,3694.791509,1763.818313
13133.02476,3750.955549,1790.563094
13928.682,3978.286188,1898.879458
13864.49452,3959.564841,1890.856024
13016.68496,3717.524573,1774.516226
11770.37816,3361.818984,1604.686866
10631.05049,3035.532655,1449.567135
9920.976548,2833.609557,1351.948684
9525.153788,2719.944238,1298.459122
9340.614798,2667.791914,1273.05158
9280.439041,2650.407807,1265.028146
9533.177222,2722.618716,1299.796361
10449.18597,2984.71757,1424.159593
12171.54988,3476.821543,1659.513667
13171.80469,3761.653461,1795.912051
13360.3554,3816.480263,1821.319593
13384.4257,3823.166458,1823.994071
13467.33452,3845.899522,1836.029222
13479.36967,3849.911239,1837.366461
13415.1822,3831.189892,1829.343027
13379.07674,3820.49198,1823.994071
13125.00132,3748.281071,1789.225855
12909.70584,3686.768074,1759.806596
12940.46233,3696.128748,1763.818313
13088.89587,3737.583158,1783.876899
13233.31769,3779.037569,1803.935485
13736.11957,3923.459387,1872.134677
13495.41654,3853.922956,1840.040939
12590.1057,3595.835819,1715.677707
11286.29762,3222.746122,1539.162152
10138.94651,2895.122554,1382.705183
9384.743687,2679.827066,1279.737776
8995.607122,2568.836224,1226.248213
8800.37022,2512.672184,1199.503432
8766.939244,2504.64875,1194.154476
9030.375337,2578.196898,1230.25993
9933.0117,2836.284035,1354.623163
11662.0618,3331.062486,1589.977236
12673.01452,3618.568882,1727.712859
12960.52092,3701.477704,1766.492791
13155.75782,3757.641744,1793.237573
13306.86583,3800.433394,1814.633397
13329.5989,3807.119589,1817.307876
13240.00388,3781.712047,1805.272724
13174.47917,3762.9907,1795.912051
12965.86988,3702.814943,1767.830031
12888.31001,3680.081879,1757.132118
12989.94018,3710.838377,1770.504509
13225.29425,3777.70033,1802.598246
13460.64833,3844.562283,1836.029222
13920.65856,3975.61171,1897.542219
13659.89695,3900.726323,1862.774003
12784.00536,3650.66262,1742.422488
11516.30274,3288.270836,1569.91865
10410.40604,2974.019658,1418.810637
9693.645909,2768.084844,1321.192186
9311.195539,2659.76848,1269.039863
9141.366179,2611.627874,1246.306799
9109.272442,2600.929962,1242.295082
9390.092643,2681.164305,1279.737776
10303.42692,2943.26316,1404.101008
11929.50961,3407.285112,1626.082691
12861.56523,3673.395684,1753.120401
13032.73183,3721.53629,1775.853465
13060.81385,3730.896963,1781.202421
13088.89587,3737.583158,1783.876899
12988.60294,3709.501138,1770.504509
12765.28402,3645.313664,1741.085249
12628.88563,3606.533731,1722.363903
12376.14745,3534.322822,1687.595687
12144.8051,3468.798108,1655.50195
12052.5356,3442.053327,1643.466798
12044.51217,3439.378849,1642.129559
12118.06032,3460.774674,1652.827472
12789.35432,3651.999859,1743.759728
12786.67984,3650.66262,1742.422488
12204.98085,3486.182216,1663.525384
11280.94867,3221.408883,1537.824913
10271.33318,2932.565247,1400.08929
9477.013182,2706.571847,1291.772927
9042.410489,2582.208615,1232.934409
8820.428806,2518.02114,1202.17791
8753.566853,2499.299794,1192.817237
8824.440523,2520.695618,1202.17791
9154.73857,2614.302352,1248.981277
9759.170622,2786.80619,1329.215621
10602.96847,3027.50922,1445.555418
11564.44335,3301.643226,1576.604846
12148.81681,3468.798108,1655.50195
12481.78934,3563.742081,1700.968078
12539.29062,3581.126189,1708.991512
12430.97425,3550.369691,1694.281883
12146.14234,3468.798108,1655.50195
11880.03176,3392.575482,1620.733734
11712.87688,3345.772115,1596.663432
11731.59823,3349.783832,1599.33791
11882.70624,3393.912721,1620.733734
12009.74395,3428.680937,1636.780603
12521.90651,3577.114472,1707.654273
12465.74247,3559.730364,1699.630839
11968.28954,3417.983024,1631.431647
11218.09843,3204.024775,1529.801479
10351.56752,2956.63555,1410.787203
9660.214932,2758.72417,1315.84323
9230.961196,2635.698177,1258.341951
9025.026381,2578.196898,1230.25993
8944.792038,2554.126595,1219.562018
8983.571971,2564.824507,1224.910974
9234.972913,2638.372655,1258.341951
9608.062609,2744.014541,1309.157035
10157.66786,2900.47151,1384.042422
10851.69493,3099.720129,1478.986395
11299.67001,3228.095078,1540.499391
11469.49937,3274.898445,1563.232455
11498.91863,3282.92188,1567.244172
11492.23244,3281.584641,1565.906933
11420.02153,3261.526055,1556.54626
11345.13614,3240.13023,1545.848347
11411.99809,3258.851577,1555.209021
11743.63338,3353.79555,1600.675149
12239.74907,3495.542889,1668.87434
12599.46637,3598.510297,1717.014946
13019.35944,3717.524573,1775.853465
12689.06139,3623.917839,1729.050098
11863.98489,3388.563765,1618.059256
10807.56604,3086.347739,1472.300199
9835.393249,2808.202015,1341.250772
9194.855741,2625.000265,1252.992994
8844.499109,2526.044575,1206.189627
8714.786921,2488.601881,1187.468281
8734.845506,2493.950837,1190.142759
9047.759445,2584.883093,1232.934409
10060.04941,2872.38949,1370.670031
11789.09951,3367.16794,1607.361344
12822.7853,3662.697771,1749.108684
13130.35028,3750.955549,1789.225855
13260.06247,3787.061003,1807.947202
13325.58718,3805.78235,1815.970637
13227.96873,3777.70033,1802.598246
13039.41802,3724.210768,1777.190704
12900.34516,3684.093596,1758.469357
12664.99109,3615.894404,1726.37562
12479.11486,3563.742081,1700.968078
12469.75419,3561.067603,1700.968078
12647.60698,3611.882687,1723.701142
12779.99365,3650.66262,1741.085249
13486.05587,3851.248478,1838.7037
13544.89439,3868.632586,1846.727135
12731.85304,3635.95299,1735.736293
11498.91863,3282.92188,1567.244172
10344.88133,2953.961072,1410.787203
9632.132912,2750.700736,1313.168752
9269.741128,2646.39609,1263.690907
9118.633115,2604.941679,1242.295082
9136.017223,2608.953396,1244.96956
9463.640791,2702.56013,1289.098449
10470.5818,2990.066527,1426.834072
12147.47957,3468.798108,1655.50195
13062.15109,3730.896963,1781.202421
13145.05991,3753.630027,1791.900334
13125.00132,3748.281071,1789.225855
13103.6055,3741.594876,1786.551377
12989.94018,3709.501138,1770.504509
12817.43634,3660.023293,1747.771445
12675.689,3619.906122,1727.712859
12485.80106,3565.07932,1702.305317
12356.08887,3528.973866,1684.921209
12346.72819,3526.299388,1683.58397
12467.07971,3559.730364,1699.630839
12588.76846,3595.835819,1715.677707
13288.14449,3795.084438,1811.958919
13364.36711,3817.817502,1822.656832
12480.4521,3563.742081,1700.968078
11218.09843,3204.024775,1529.801479
10065.39837,2873.726729,1372.00727
9307.183822,2658.431241,1269.039863
8931.419647,2551.452117,1216.88754
8737.519984,2495.288076,1191.479998
8709.437964,2487.264642,1187.468281
8964.850624,2559.475551,1220.899257
9910.278636,2830.935079,1350.611445
11536.36133,3294.957031,1572.593129
12455.04456,3557.055886,1698.2936
12612.83877,3602.522014,1719.689425
12650.28146,3613.219926,1725.038381
12733.19028,3637.290229,1735.736293
12734.52752,3637.290229,1735.736293
12623.53668,3605.196492,1721.026664
12594.11742,3597.173058,1717.014946
12487.13829,3566.416559,1702.305317
12353.41439,3528.973866,1683.58397
12354.75163,3528.973866,1684.921209
12469.75419,3561.067603,1700.968078
12583.41951,3593.16134,1714.340468
13189.1888,3767.002418,1798.586529
13161.10678,3757.641744,1794.574812
12302.5993,3512.926997,1676.897775
11081.70005,3163.907604,1511.080132
9927.662743,2834.946796,1353.285924
9233.635674,2637.035416,1258.341951
8865.894934,2531.393531,1207.526867
8702.751769,2484.590164,1186.131042
8704.089008,2484.590164,1186.131042
9006.305034,2571.510702,1228.922691
9959.756481,2844.30747,1357.297641
11629.96806,3321.701812,1585.965519
12588.76846,3595.835819,1715.677707
12784.00536,3650.66262,1742.422488
12882.96105,3678.74464,1755.794879
12951.16025,3698.803226,1765.155552
12908.3686,3686.768074,1759.806596
12775.98193,3649.325381,1741.085249
12689.06139,3623.917839,1729.050098
12467.07971,3561.067603,1699.630839
12287.88968,3510.252519,1674.223297
12249.10974,3498.217368,1670.21158
12332.01856,3522.287671,1680.909492
12410.91567,3543.683495,1691.607404
13004.64981,3713.512855,1773.178987
13141.04819,3752.292788,1791.900334
12457.71904,3557.055886,1698.2936
11323.74032,3234.781274,1544.511108
10232.55325,2921.867335,1394.740334
9502.420724,2713.258042,1295.784644
9121.307593,2604.941679,1242.295082
8946.129277,2555.463834,1219.562018
8936.768604,2551.452117,1218.224779
9173.459916,2619.651308,1250.318516
9945.046851,2840.295753,1355.960402
11136.52685,3181.291712,1519.103566
12051.19836,3442.053327,1643.466798
12467.07971,3561.067603,1699.630839
12669.00281,3617.231643,1727.712859
12721.15513,3633.278512,1734.399054
12600.80361,3598.510297,1718.352185
12401.55499,3542.346256,1690.270165
12222.36496,3490.193933,1666.199862
11962.94058,3416.645785,1631.431647
11746.30786,3355.132789,1600.675149
11711.53964,3344.434876,1596.663432
11786.42503,3365.830701,1607.361344
11831.89116,3379.203092,1612.7103
12357.42611,3528.973866,1684.921209
12493.82449,3567.753798,1702.305317
11925.49789,3405.947873,1626.082691
11030.88496,3150.535213,1504.393937
10093.48039,2881.750163,1376.018987
9392.767121,2682.501544,1281.075015
8986.246449,2566.161746,1224.910974
8780.311634,2507.323228,1196.828954
8712.112442,2487.264642,1187.468281
8820.428806,2519.358379,1202.17791
9180.146112,2620.988548,1251.655755
9697.657626,2769.422083,1322.529425
10498.66382,2999.4272,1430.845789
11291.64658,3224.083361,1539.162152
11706.19069,3343.097637,1595.326192
11799.79742,3369.842418,1608.698583
11726.24927,3348.446593,1599.33791
11545.722,3297.631509,1573.930368
11314.37964,3230.769557,1541.83663
11101.75863,3170.593799,1512.417371
11061.64146,3159.895887,1508.405654
11266.23904,3217.397166,1536.487674
11564.44335,3301.643226,1576.604846
11790.43675,3367.16794,1607.361344
12262.48213,3502.229085,1671.548819
12250.44698,3498.217368,1670.21158
11687.46934,3337.748681,1592.651714
10840.99702,3095.708412,1478.986395
9914.290353,2830.935079,1350.611445
9153.401331,2614.302352,1247.644038
8712.112442,2488.601881,1187.468281
8450.013588,2412.379255,1151.362826
8353.732376,2385.634474,1139.327675
8396.524025,2397.669625,1144.676631
8635.889816,2465.868817,1176.770368
9047.759445,2584.883093,1232.934409
9805.973989,2800.178581,1335.901816
10668.49318,3047.567806,1454.916092
11206.06328,3201.350297,1527.127001
11393.27675,3253.50262,1552.534543
11501.59311,3284.259119,1567.244172
11402.63742,3256.177099,1553.871782
10993.44227,3139.837301,1497.707741
10580.2354,3020.823025,1442.88094
10350.23028,2955.298311,1410.787203
10298.07796,2940.588682,1404.101008
10415.755,2974.019658,1420.147876
10699.24968,3055.59124,1457.59057
11518.97722,3289.608075,1569.91865
11928.17237,3407.285112,1626.082691
11284.96038,3221.408883,1539.162152
10306.1014,2943.26316,1404.101008
9402.127795,2685.176022,1282.412254
8797.695742,2512.672184,1199.503432
8503.50315,2428.426124,1159.386261
8393.849547,2397.669625,1144.676631
8400.535743,2399.006864,1144.676631
8706.763486,2485.927403,1187.468281
9678.936279,2764.073126,1319.854947
11267.57628,3217.397166,1536.487674
12336.03028,3523.62491,1680.909492
12714.46893,3630.604034,1734.399054
12874.93762,3676.070162,1754.45764
13018.0222,3717.524573,1775.853465
13019.35944,3717.524573,1775.853465
12913.71755,3688.105313,1761.143835
12817.43634,3660.023293,1747.771445
12608.82705,3601.184775,1719.689425
12465.74247,3559.730364,1699.630839
12467.07971,3561.067603,1699.630839
12612.83877,3602.522014,1719.689425
12738.53924,3637.290229,1735.736293
13276.10934,3791.072721,1809.284441
13297.50516,3797.758916,1813.296158
12376.14745,3534.322822,1687.595687
11115.13102,3174.605516,1515.091849
9942.372373,2840.295753,1355.960402
9238.98463,2638.372655,1259.67919
8883.279041,2538.079726,1211.538584
8722.810355,2491.276359,1188.80552
8709.437964,2487.264642,1187.468281
9008.979513,2572.847942,1228.922691
9945.046851,2840.295753,1355.960402
11489.55796,3281.584641,1565.906933
12457.71904,3557.055886,1698.2936
12650.28146,3613.219926,1725.038381
12731.85304,3635.95299,1735.736293
12814.76186,3660.023293,1747.771445
12785.3426,3650.66262,1742.422488
12707.78274,3629.266795,1733.061815
12677.02624,3619.906122,1727.712859
12505.85964,3570.428276,1704.979795
12358.76335,3528.973866,1684.921209
12378.82193,3535.660061,1687.595687
12477.77762,3563.742081,1700.968078
12563.36092,3587.812384,1713.003229
13119.65237,3746.943832,1789.225855
13169.13021,3761.653461,1795.912051
12269.16833,3503.566324,1672.886058
11005.47742,3142.511779,1500.38222
9864.812508,2817.562689,1343.92525
9160.087526,2616.97683,1248.981277
8797.695742,2511.334945,1199.503432
8635.889816,2465.868817,1176.770368
8635.889816,2465.868817,1176.770368
8923.396213,2548.777639,1215.550301
9859.463551,2814.88821,1343.92525
11421.35877,3261.526055,1557.883499
12467.07971,3561.067603,1699.630839
12729.17856,3635.95299,1735.736293
12774.64469,3647.988142,1741.085249
12834.82045,3665.372249,1749.108684
12800.05223,3656.011576,1745.096967
12673.01452,3618.568882,1727.712859
12614.176,3602.522014,1719.689425
12465.74247,3559.730364,1699.630839
12336.03028,3523.62491,1680.909492
12366.78678,3531.648344,1686.258448
12499.17345,3570.428276,1703.642556
12626.21116,3605.196492,1722.363903
13190.52604,3767.002418,1798.586529
13189.1888,3767.002418,1798.586529
12313.29722,3515.601475,1679.572253
11081.70005,3165.244843,1511.080132
9957.082003,2842.970231,1357.297641
9224.275,2634.360938,1257.004712
8839.150153,2524.707336,1204.852388
8663.971836,2473.892251,1180.782085
8658.62288,2472.555012,1180.782085
8927.40793,2550.114878,1216.88754
9874.173181,2820.237167,1345.262489
11413.33533,3260.188816,1555.209021
12406.90395,3542.346256,1691.607404
12658.30489,3615.894404,1726.37562
12733.19028,3637.290229,1735.736293
12777.31917,3649.325381,1741.085249
12788.01708,3651.999859,1742.422488
12738.53924,3637.290229,1735.736293
12723.82961,3633.278512,1735.736293
12571.38435,3589.149623,1714.340468
12453.70732,3555.718647,1698.2936
12491.15001,3567.753798,1702.305317
12638.24631,3609.208209,1722.363903
12677.02624,3619.906122,1727.712859
13135.69924,3750.955549,1790.563094
13202.56119,3771.014135,1799.923768
12400.21776,3541.009017,1690.270165
11207.40052,3201.350297,1527.127001
10066.73561,2873.726729,1372.00727
9348.638233,2670.466393,1274.388819
8991.595405,2567.498985,1226.248213
8820.428806,2518.02114,1202.17791
8820.428806,2519.358379,1202.17791
9094.562812,2598.255484,1239.620604
10003.88537,2856.342621,1363.983836
11482.87176,3278.910163,1565.906933
12444.34664,3554.381408,1695.619122
12632.89735,3607.87097,1722.363903
12699.7593,3626.592317,1731.724576
12758.59782,3643.976424,1739.74801
12677.02624,3619.906122,1727.712859
12532.60442,3578.451711,1707.654273
12448.35836,3555.718647,1696.956361
12257.13318,3500.891846,1671.548819
12036.48873,3438.04161,1640.79232
11941.54476,3409.95959,1627.41993
11873.34557,3391.238243,1619.396495
11774.38988,3361.818984,1606.024105
12174.22436,3476.821543,1660.850906
12409.57843,3543.683495,1691.607404
11763.69197,3360.481745,1603.349627
10800.87985,3085.0105,1472.300199
9761.8451,2788.143429,1330.55286
9033.049816,2579.534137,1231.59717
8607.807796,2457.845383,1174.09589
8365.767527,2389.646191,1140.664914
8314.952443,2374.936561,1133.978719
8408.559177,2401.681343,1146.01387
8769.613722,2504.64875,1195.491715
9232.298435,2637.035416,1258.341951
10065.39837,2873.726729,1372.00727
10803.55432,3085.0105,1472.300199
11256.87836,3214.722688,1533.813196
11434.73116,3265.537772,1559.220738
11387.92779,3252.165381,1552.534543
11220.77291,3204.024775,1529.801479
11013.50086,3145.186257,1501.719459
10831.63634,3094.371173,1477.649156
10768.78611,3075.649826,1468.288482
10812.915,3087.684978,1473.637438
10947.97614,3126.46491,1492.358785
11013.50086,3145.186257,1501.719459
11437.40564,3266.875011,1559.220738
11635.31702,3321.701812,1585.965519
11061.64146,3159.895887,1508.405654
10208.48294,2915.18114,1390.728617
9348.638233,2670.466393,1274.388819
8665.309076,2473.892251,1180.782085
8234.7181,2350.866258,1121.943567
7981.979918,2279.992589,1087.175352
7884.361467,2250.573329,1073.802961
7901.745575,2257.259525,1076.477439
8086.284565,2309.411848,1101.884981
8347.04618,2384.297235,1137.990436
8971.536819,2562.150029,1222.236496
9828.707053,2806.864776,1339.913533
10483.95419,2994.078244,1429.50855
10828.96187,3093.033934,1476.311917
11022.86153,3147.860735,1503.056698
11064.31594,3159.895887,1508.405654
10982.74436,3135.825584,1497.707741
10914.54517,3117.104237,1488.347068
10937.27823,3123.790432,1491.021546
11113.79378,3174.605516,1515.091849
11373.21816,3248.153664,1551.197304
11474.84833,3276.235684,1564.569694
11892.06691,3395.24996,1620.733734
12076.6059,3450.076762,1647.478516
11389.26503,3252.165381,1552.534543
10427.79015,2978.031375,1421.485115
9509.106919,2715.93252,1295.784644
8836.475675,2524.707336,1204.852388
8450.013588,2412.379255,1151.362826
8252.102208,2357.552454,1124.618045
8210.647797,2344.180063,1119.269089
8429.955002,2407.030299,1148.688348
9178.808873,2620.988548,1251.655755
10255.28631,2928.55353,1397.414812
11436.0684,3265.537772,1559.220738
12313.29722,3515.601475,1678.235014
12941.79957,3696.128748,1763.818313
13444.60146,3839.213327,1833.354744
13781.5857,3935.494538,1878.820872
13991.53223,3995.670296,1908.240131
14135.95405,4037.124707,1926.961478
14176.07122,4049.159858,1932.310434
14168.04779,4045.148141,1930.973195
14145.31472,4039.799185,1928.298717
14031.6494,4006.368208,1912.251848
13769.55055,3931.482821,1876.146394
13856.47109,3958.227602,1889.518785
14007.5791,3999.682013,1909.57737
13027.38287,3720.199051,1775.853465
11682.12038,3336.411442,1592.651714
10426.45291,2978.031375,1421.485115
9555.910286,2729.304911,1302.470839
9054.44564,2584.883093,1234.271648
8748.217897,2497.962554,1192.817237
8619.842948,2461.8571,1174.09589
8808.393654,2515.346662,1200.840671
9539.863417,2725.293194,1301.1336
10681.86557,3050.242284,1456.253331
11946.89372,3412.634068,1628.757169
12689.06139,3623.917839,1729.050098
13138.37371,3752.292788,1790.563094
13470.009,3847.236761,1836.029222
13637.16388,3895.377367,1858.762286
13708.03755,3915.435953,1869.460199
13847.11041,3954.215885,1888.181545
13861.82004,3958.227602,1890.856024
13832.40078,3951.541407,1885.507067
13800.30705,3940.843495,1881.49535
13678.61829,3906.075279,1864.111242
13333.61062,3808.456828,1817.307876
13380.41398,3821.829219,1823.994071
13504.77722,3856.597434,1841.378179
12525.91823,3577.114472,1707.654273
11199.37708,3198.675819,1525.789762
10015.92052,2860.354338,1365.321075
9162.762004,2616.97683,1248.981277
8674.669749,2477.903969,1182.119324
8409.896416,2401.681343,1147.351109
8301.580053,2370.924844,1131.30424
8484.781803,2423.077167,1156.711782
9202.879176,2629.011982,1254.330233
10274.00766,2933.902486,1400.08929
11379.90436,3249.490903,1551.197304
11932.18409,3408.622351,1626.082691
12238.41183,3495.542889,1667.537101
12475.10314,3563.742081,1700.968078
12584.75675,3594.498579,1715.677707
12549.98853,3583.800667,1710.328751
12555.33749,3585.137906,1711.66599
12436.32321,3551.70693,1695.619122
12253.12146,3499.554607,1670.21158
12217.01601,3490.193933,1666.199862
12270.50557,3503.566324,1672.886058
12275.85452,3506.240802,1674.223297
12607.48981,3601.184775,1718.352185
12690.39863,3623.917839,1730.387337
11874.68281,3391.238243,1619.396495
10731.34342,3064.951914,1462.939526
9641.493586,2753.375214,1314.505991
8920.721735,2547.4404,1215.550301
8520.887258,2432.437841,1160.7235
8296.231096,2369.587605,1131.30424
8254.776686,2357.552454,1125.955284
8494.142476,2425.751646,1158.049022
9251.019782,2642.384372,1261.016429
10435.81358,2980.705853,1422.822354
11527.00065,3292.282553,1571.255889
12031.13978,3435.367132,1639.455081
12344.05372,3524.962149,1682.246731
12587.43122,3595.835819,1715.677707
12697.08483,3625.255078,1730.387337
12674.35176,3619.906122,1727.712859
12678.36348,3621.243361,1727.712859
12587.43122,3595.835819,1715.677707
12481.78934,3565.07932,1700.968078
12463.06799,3559.730364,1699.630839
12417.60186,3546.357973,1692.944643
12269.16833,3503.566324,1672.886058
12503.18516,3570.428276,1704.979795
12796.04052,3654.674337,1743.759728
12012.41843,3430.018176,1638.117842
10842.33426,3095.708412,1478.986395
9717.716212,2774.771039,1323.866664
8983.571971,2564.824507,1224.910974
8582.400254,2451.159188,1170.084173
8379.139918,2392.320669,1142.002153
8293.556618,2368.250366,1129.967001
8500.828672,2428.426124,1159.386261
9180.146112,2622.325787,1251.655755
10257.96079,2929.890769,1397.414812
11334.43823,3236.118513,1545.848347
11973.6385,3419.320263,1632.768886
12425.6253,3549.032452,1694.281883
12759.93506,3643.976424,1739.74801
12917.72927,3689.442552,1761.143835
12909.70584,3686.768074,1759.806596
12923.07823,3690.779791,1762.481074
12812.08738,3658.686054,1746.434206
12656.96765,3614.557165,1725.038381
12545.97681,3583.800667,1710.328751
12370.7985,3532.985583,1686.258448
12068.58247,3447.402283,1646.141277
12200.96914,3484.844977,1663.525384
12396.20604,3541.009017,1690.270165
11692.8183,3339.08592,1593.988953
10701.92416,3055.59124,1458.927809
9677.59904,2764.073126,1318.517708
8922.058974,2547.4404,1215.550301
8479.432847,2421.739928,1155.374543
8224.020187,2349.529019,1120.606328
8110.354868,2316.098043,1105.896698
8173.205103,2334.81939,1113.920133
8447.33911,2412.379255,1151.362826
8855.197021,2528.719053,1207.526867
9652.191498,2756.049692,1315.84323
10541.45547,3010.125112,1437.531984
11179.3185,3193.326863,1524.452523
11520.31446,3289.608075,1571.255889
11635.31702,3321.701812,1585.965519
11629.96806,3321.701812,1585.965519
11553.74543,3298.968748,1575.267607
11477.52281,3277.572923,1564.569694
11460.1387,3273.561206,1561.895216
11540.37304,3294.957031,1572.593129
11656.71284,3329.725247,1588.639997
11607.235,3315.015617,1581.953802
11818.51877,3376.528614,1611.373061
12052.5356,3442.053327,1643.466798
11448.10355,3269.549489,1560.557977
10572.21197,3019.485786,1441.543701
9673.587323,2762.735887,1318.517708
8935.431365,2551.452117,1218.224779
8488.79352,2424.414406,1156.711782
8201.287123,2342.842824,1117.93185
8052.853588,2300.051174,1097.873264
8046.167393,2297.376696,1096.536025
8190.589211,2338.831107,1116.594611
8391.175069,2396.332386,1143.339392
8994.269883,2568.836224,1226.248213
9827.369814,2806.864776,1339.913533
10549.4789,3012.799591,1437.531984
10996.11675,3141.17454,1497.707741
11294.32106,3225.4206,1539.162152
11446.76631,3268.21225,1560.557977
11453.4525,3270.886728,1560.557977
11406.64914,3257.514338,1555.209021
11458.80146,3272.223967,1561.895216
11700.84173,3341.760398,1595.326192
11977.65021,3420.657502,1632.768886
12191.60846,3482.170499,1662.188145
12360.10058,3528.973866,1684.921209
12168.8754,3475.484304,1659.513667
11351.82234,3241.467469,1547.185586
10371.62611,2961.984507,1413.461681
9456.954596,2699.885652,1289.098449
8860.545978,2531.393531,1207.526867
8547.632039,2440.461275,1164.735217
8405.884699,2400.344103,1146.01387
8376.46544,2392.320669,1140.664914
8618.505709,2460.519861,1174.09589
9530.502744,2721.281477,1298.459122
11105.77035,3171.931038,1513.75461
12298.58759,3511.589758,1676.897775
12794.70328,3654.674337,1743.759728
13044.76698,3725.548007,1778.527943
13226.63149,3777.70033,1802.598246
13301.51688,3799.096155,1813.296158
13217.27082,3775.025852,1802.598246
13158.4323,3757.641744,1794.574812
12977.90503,3705.489421,1769.16727
12833.48321,3664.03501,1749.108684
12888.31001,3681.419118,1757.132118
13040.75526,3724.210768,1777.190704
13014.01048,3717.524573,1774.516226
13155.75782,3757.641744,1793.237573
13119.65237,3746.943832,1789.225855
12194.28294,3482.170499,1662.188145
10942.62719,3125.127671,1492.358785
9800.625033,2798.841342,1335.901816
9066.480792,2588.89481,1235.608887
8717.461399,2489.93912,1187.468281
8527.573453,2435.112319,1162.060739
8491.467998,2424.414406,1158.049022
8748.217897,2497.962554,1192.817237
9602.713653,2742.677302,1309.157035
11022.86153,3147.860735,1503.056698
12095.32725,3454.088479,1648.815755
12440.33493,3553.044169,1695.619122
12636.90907,3609.208209,1722.363903
12775.98193,3649.325381,1741.085249
12765.28402,3645.313664,1741.085249
12667.66557,3617.231643,1727.712859
12622.19944,3603.859253,1721.026664
12483.12658,3565.07932,1700.968078
12349.40267,3527.636627,1683.58397
12369.46126,3532.985583,1686.258448
12447.02112,3554.381408,1696.956361
12469.75419,3561.067603,1700.968078
12822.7853,3662.697771,1749.108684
13150.40887,3756.304505,1793.237573
12333.3558,3522.287671,1680.909492
11053.61803,3155.884169,1507.068415
9899.580723,2826.923362,1350.611445
9154.73857,2614.302352,1248.981277
8776.299917,2505.985989,1195.491715
8603.796079,2457.845383,1172.758651
8552.980995,2443.135753,1166.072456
8835.138435,2523.370097,1204.852388
9705.68106,2772.096561,1322.529425
11127.16618,3177.279994,1517.766327
12108.69964,3458.100196,1651.490233
12366.78678,3531.648344,1686.258448
12523.24375,3577.114472,1707.654273
12630.22287,3606.533731,1722.363903
12671.67728,3618.568882,1727.712859
12611.50153,3601.184775,1719.689425
12584.75675,3594.498579,1715.677707
12414.92739,3545.020734,1692.944643
12302.5993,3512.926997,1676.897775
12325.33237,3519.613192,1680.909492
12402.89223,3542.346256,1691.607404
12455.04456,3555.718647,1698.2936
12742.55095,3638.627468,1737.073532
12976.56779,3705.489421,1767.830031
12215.67877,3488.856694,1666.199862
11018.84981,3147.860735,1501.719459
9900.917962,2826.923362,1350.611445
9148.052374,2611.627874,1247.644038
8753.566853,2499.299794,1194.154476
8594.435406,2453.833666,1171.421412
8594.435406,2453.833666,1171.421412
8868.569412,2532.73077,1208.864106
9769.868535,2790.817907,1331.890099
11198.03985,3198.675819,1525.789762
12187.59675,3480.83326,1660.850906
12453.70732,3555.718647,1698.2936
12564.69816,3589.149623,1713.003229
12663.65385,3615.894404,1726.37562
12718.48065,3631.941273,1734.399054
12670.34004,3618.568882,1727.712859
12678.36348,3621.243361,1727.712859
12543.30233,3582.463428,1710.328751
